season,week,gameday,home_team,away_team,game_id,home_ml,away_ml,home_prob,away_prob,home_prob_raw,away_prob_raw,home_field,home_rest_days,away_rest_days,home_travel_miles,away_travel_miles,home_prob_model,away_prob_model,home_kelly_5pct,away_kelly_5pct
2025,14,2025-12-07,BUF,CIN,2025_14_CIN_BUF,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,CLE,TEN,2025_14_TEN_CLE,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,GB,CHI,2025_14_CHI_GB,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,JAX,IND,2025_14_IND_JAX,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,KC,HOU,2025_14_HOU_KC,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,LV,DEN,2025_14_DEN_LV,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,MIN,WAS,2025_14_WAS_MIN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,NYJ,MIA,2025_14_MIA_NYJ,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-07,TB,NO,2025_14_NO_TB,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,14,2025-12-08,LAC,PHI,2025_14_PHI_LAC,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,15,2025-12-11,TB,ATL,2025_15_ATL_TB,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,15,2025-12-14,CHI,CLE,2025_15_CLE_CHI,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,15,2025-12-14,CIN,BAL,2025_15_BAL_CIN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,15,2025-12-14,DAL,MIN,2025_15_MIN_DAL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
